id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude
2017-393224,2017-09-16,000001,Vente,180000,9005,,CHE DU FORT,0085,55100,55236,Haudainville,55,,,55236000ZE0106,,,,,,,,,,,,,0,1,Maison,100,5,S,sols,,,720,5.43162,49.115486
2017-393225,2017-09-15,000001,Vente,85000,,,LE VILLAGE,B026,55320,55360,Mouilly,55,,,553600000C0713,,,,,,,,,,,,,0,,,,,L,landes,,,375,5.531904,49.051378
2017-393225,2017-09-15,000001,Vente,85000,4,,RUE DE L EGLISE,0015,55320,55360,Mouilly,55,,,553600000C0714,,,,,,,,,,,,,0,1,Maison,128,4,S,sols,,,315,5.532034,49.051321
2017-393226,2017-09-11,000001,Vente,150000,21,,RUE CHAUSSEE,0226,55100,55545,Verdun,55,,,55545000AK0079,,,,,,,,,,,,,0,2,Appartement,102,3,S,sols,,,330,5.385446,49.161722
2017-393226,2017-09-11,000001,Vente,150000,21,,RUE CHAUSSEE,0226,55100,55545,Verdun,55,,,55545000AK0079,,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,300,0,S,sols,,,330,5.385446,49.161722
2017-393226,2017-09-11,000001,Vente,150000,21,,RUE CHAUSSEE,0226,55100,55545,Verdun,55,,,55545000AK0079,,,,,,,,,,,,,0,2,Appartement,53,2,S,sols,,,330,5.385446,49.161722
2017-393227,2017-09-12,000001,Vente,27000,7,B,RUE DE LA CHARRONIERE,0197,55100,55545,Verdun,55,,,55545000BS0324,,,17,21.61,,,,,,,,,1,2,Appartement,20,1,,,,,,5.390042,49.165471
2017-393228,2017-09-12,000001,Vente,58700,4,,RUE DE LA MINE,0620,55240,55063,Bouligny,55,,,55063000AI0088,,,,,,,,,,,,,0,1,Maison,130,5,S,sols,,,178,5.760518,49.289402
2017-393228,2017-09-12,000001,Vente,58700,,,CITES DE JOUDREVILLE,B019,55240,55063,Bouligny,55,,,55063000AI0089,,,,,,,,,,,,,0,,,,,S,sols,,,715,5.760445,49.289515
2017-393229,2017-09-12,000001,Vente,51000,3,,AV JULES FERRY,0710,55100,55545,Verdun,55,,,55545000AX0544,,,,,,,,,,,,,0,,,,,S,sols,,,505,5.390584,49.144997
2017-393229,2017-09-12,000001,Vente,51000,3,,AV JULES FERRY,0710,55100,55545,Verdun,55,,,55545000AX0551,,,,,,,,,,,,,0,1,Maison,41,2,S,sols,,,114,5.390448,49.144798
2017-393230,2017-09-12,000001,Vente,45000,,,LE VILLAGE,B112,55110,55571,Vilosnes-Haraumont,55,,,55571000AB0021,,,,,,,,,,,,,0,,,,,J,jardins,POTAG,Jardin potager,665,5.232535,49.330839
2017-393230,2017-09-12,000001,Vente,45000,,,LE VILLAGE,B112,55110,55571,Vilosnes-Haraumont,55,,,55571000AB0022,,,,,,,,,,,,,0,,,,,J,jardins,POTAG,Jardin potager,160,5.232598,49.330524
2017-393230,2017-09-12,000001,Vente,45000,15,,CHE ST JULIEN,0060,55110,55571,Vilosnes-Haraumont,55,,,55571000AB0023,,,,,,,,,,,,,0,3,Dépendance,,0,J,jardins,POTAG,Jardin potager,189,5.232698,49.33062
2017-393230,2017-09-12,000001,Vente,45000,3,,RUE FERREE,0015,55110,55571,Vilosnes-Haraumont,55,,,55571000AB0024,,,,,,,,,,,,,0,1,Maison,33,1,S,sols,,,185,5.232792,49.330608
2017-393230,2017-09-12,000001,Vente,45000,,,LE VILLAGE,B112,55110,55571,Vilosnes-Haraumont,55,,,55571000AB0228,,,,,,,,,,,,,0,,,,,J,jardins,POTAG,Jardin potager,52,5.233028,49.331051
2017-393231,2017-09-19,000001,Vente,51000,,,LE VILLAGE,B027,55160,55163,Doncourt-aux-Templiers,55,,,551630000A0109,,,,,,,,,,,,,0,,,,,L,landes,,,155,5.715664,49.05865
2017-393231,2017-09-19,000001,Vente,51000,,,LE VILLAGE,B027,55160,55163,Doncourt-aux-Templiers,55,,,551630000A0110,,,,,,,,,,,,,0,,,,,J,jardins,POTAG,Jardin potager,365,5.715458,49.058547
2017-393231,2017-09-19,000001,Vente,51000,4,,GR GRANDE RUE,0020,55160,55163,Doncourt-aux-Templiers,55,,,551630000A0884,,,,,,,,,,,,,0,1,Maison,67,4,S,sols,,,737,5.715611,49.058486
2017-393231,2017-09-19,000001,Vente,51000,,,LE VILLAGE,B027,55160,55163,Doncourt-aux-Templiers,55,,,551630000A0886,,,,,,,,,,,,,0,,,,,J,jardins,POTAG,Jardin potager,135,5.715342,49.058375
2017-393232,2017-08-18,000001,Vente,79191,,,CHASSOGNE,B013,55110,55004,Aincreville,55,,,550040000A0832,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,963,5.112592,49.377776
2017-393232,2017-08-18,000001,Vente,79191,,,CHASSOGNE,B013,55110,55004,Aincreville,55,,,550040000A0832,,,,,,,,,,,,,0,,,,,VE,vergers,,,942,5.112592,49.377776
2017-393232,2017-08-18,000001,Vente,79191,,,CHASSOGNE,B013,55110,55004,Aincreville,55,,,550040000A0832,,,,,,,,,,,,,0,,,,,P,prés,,,103683,5.112592,49.377776
2017-393233,2017-09-08,000001,Vente,95000,6,,RTE DE SIVRY,0121,55100,55200,Fromeréville-les-Vallons,55,,,55200000ZI0030,,,,,,,,,,,,,0,1,Maison,105,6,S,sols,,,1722,5.276566,49.152828
2017-393234,2017-09-27,000001,Vente,140975,14,,RUE CHARLES PEGUY,0085,55400,55181,Étain,55,,,55181000AM0420,,,311,115,,,,,,,,,1,1,Maison,110,5,,,,,,5.628623,49.223432
2017-393235,2017-08-31,000001,Vente,5500,,,HAN LES JUVIGNY,B040,55600,55226,Han-lès-Juvigny,55,,,552260000B0062,,,,,,,,,,,,,0,,,,,VE,vergers,,,463,5.332421,49.482289
2017-393235,2017-08-31,000001,Vente,5500,,,HAN LES JUVIGNY,B040,55600,55226,Han-lès-Juvigny,55,,,552260000B0063,,,,,,,,,,,,,0,,,,,S,sols,,,100,5.332625,49.482268
2017-393235,2017-08-31,000001,Vente,5500,,,HAN LES JUVIGNY,B040,55600,55226,Han-lès-Juvigny,55,,,552260000B0777,,,,,,,,,,,,,0,,,,,VE,vergers,,,232,5.33235,49.482207
2017-393236,2017-09-05,000001,Vente,45000,,,OUDEUX,B058,55600,55169,Écouviez,55,,,55169000ZD0019,,,,,,,,,,,,,0,,,,,S,sols,,,150,,
2017-393236,2017-09-05,000001,Vente,45000,,,OUDEUX,B058,55600,55169,Écouviez,55,,,55169000ZD0019,,,,,,,,,,,,,0,,,,,P,prés,,,7970,,
2017-393237,2017-09-01,000001,Vente,300,,,LES CLOSELS,B007,55700,55323,Martincourt-sur-Meuse,55,,,55323000AB0003,,,,,,,,,,,,,0,,,,,L,landes,,,440,5.174398,49.538167
2017-393238,2017-08-31,000001,Vente,700,,,LES CLOSELS,B007,55700,55323,Martincourt-sur-Meuse,55,,,55323000AB0071,,,,,,,,,,,,,0,,,,,L,landes,,,560,5.173448,49.535587
2017-393239,2017-09-06,000001,Vente,1000,,,LA MOUZARDE,B098,55110,55365,Murvaux,55,,,55365000ZB0010,,,,,,,,,,,,,0,,,,,L,landes,,,215,5.250414,49.399769
2017-393239,2017-09-06,000001,Vente,1000,,,LA MOUZARDE,B098,55110,55365,Murvaux,55,,,55365000ZB0010,,,,,,,,,,,,,0,,,,,T,terres,,,1175,5.250414,49.399769
2017-393240,2017-09-08,000001,Vente,148000,23,,RUE DE CHINY,0045,55600,55351,Montmédy,55,,,55351000AB0357,,,,,,,,,,,,,0,1,Maison,122,5,S,sols,,,310,5.364062,49.519027
2017-393241,2017-09-06,000001,Vente,121000,20,,RUE DU MOULIN,0250,55700,55502,Stenay,55,,,55502000AE0001,,,,,,,,,,,,,0,1,Maison,122,8,S,sols,,,608,5.185002,49.488325
2017-393241,2017-09-06,000001,Vente,121000,,,LA FORGE,B054,55700,55502,Stenay,55,,,55502000AE0041,,,,,,,,,,,,,0,,,,,P,prés,,,1300,5.185116,49.488025
2017-393242,2017-09-06,000001,Vente,120000,17,B,RUE DE LA VIEILLE VILLE,0040,55600,55077,Breux,55,,,55077000AB0082,,,,,,,,,,,,,0,1,Maison,146,5,S,sols,,,278,5.386251,49.582753
2017-393243,2017-10-02,000001,Vente,55000,31,,RUE DU BRIOLET,0130,55100,55545,Verdun,55,,,55545000BZ0321,,,,,,,,,,,,,0,,,,,T,terres,,,1397,5.401568,49.157146
2017-393244,2017-09-22,000001,Vente,1300,,,LES BROUILLARDS,B008,55430,55043,Belleville-sur-Meuse,55,,,55043000AE0657,,,,,,,,,,,,,0,,,,,VE,vergers,,,710,5.392009,49.174977
2017-393245,2017-09-29,000001,Vente,149800,3,,RUE LOUIS MAURY,0790,55100,55545,Verdun,55,,,55545000AL0170,,,21,,,,,,,,,,1,3,Dépendance,,0,,,,,,5.381369,49.161925
2017-393245,2017-09-29,000001,Vente,149800,3,,RUE LOUIS MAURY,0790,55100,55545,Verdun,55,,,55545000AL0170,,,19,,,,,,,,,,1,3,Dépendance,,0,,,,,,5.381369,49.161925
2017-393245,2017-09-29,000001,Vente,149800,3,,RUE LOUIS MAURY,0790,55100,55545,Verdun,55,,,55545000AL0170,,,36,3.46,,,,,,,,,1,3,Dépendance,,0,,,,,,5.381369,49.161925
2017-393245,2017-09-29,000001,Vente,149800,3,,RUE LOUIS MAURY,0790,55100,55545,Verdun,55,,,55545000AL0170,,,17,,,,,,,,,,1,3,Dépendance,,0,,,,,,5.381369,49.161925
2017-393245,2017-09-29,000001,Vente,149800,3,,RUE LOUIS MAURY,0790,55100,55545,Verdun,55,,,55545000AL0170,,,22,,,,,,,,,,1,3,Dépendance,,0,,,,,,5.381369,49.161925
2017-393245,2017-09-29,000001,Vente,149800,3,,RUE LOUIS MAURY,0790,55100,55545,Verdun,55,,,55545000AL0170,,,11,147.2,,,,,,,,,1,2,Appartement,145,6,,,,,,5.381369,49.161925
2017-393246,2017-09-21,000001,Vente,64000,65,,RUE GRANDE RUE,0025,55600,55255,Jametz,55,,,55255000AB0130,,,,,,,,,,,,,0,1,Maison,180,6,S,sols,,,410,5.382082,49.428341
2017-393247,2017-09-29,000001,Vente,15000,1,,RUE CHANOINE BONNE,0080,55400,55181,Étain,55,,,55181000AB0366,,,,,,,,,,,,,0,1,Maison,105,4,S,sols,,,210,5.633191,49.213212
2017-393247,2017-09-29,000001,Vente,15000,1,,RUE CHANOINE BONNE,0080,55400,55181,Étain,55,,,55181000AB0366,,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,61,0,S,sols,,,210,5.633191,49.213212
2017-393248,2017-09-28,000001,Vente,2000,,,SUR LA TREISSE,B128,55160,55457,Saint-Hilaire-en-Woëvre,55,,,55457000ZK0016,,,,,,,,,,,,,0,,,,,P,prés,,,2240,5.698883,49.076395
2017-393249,2017-09-29,000001,Vente,62000,2,,RUE DES FOURRIERES,0028,55160,55060,Bonzée,55,,,550603540C0510,,,,,,,,,,,,,0,1,Maison,68,2,S,sols,,,225,5.569023,49.095304
2017-393249,2017-09-29,000001,Vente,62000,,,LA COTE DES VIGNES,B094,55160,55060,Bonzée,55,,,55060354ZA0050,,,,,,,,,,,,,0,,,,,T,terres,,,310,5.56959,49.097294
2017-393250,2017-09-29,000001,Vente,160000,,,POINTE DES CURIETTES,B276,55220,55286,Lemmes,55,,,552860000A1197,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,72,5.283693,49.066023
2017-393250,2017-09-29,000001,Vente,160000,,,POINTE DES CURIETTES,B276,55220,55286,Lemmes,55,,,552860000A1244,,,,,,,,,,,,,0,,,,,S,sols,,,202,5.283735,49.065985
2017-393250,2017-09-29,000001,Vente,160000,5,,CHE DU CIMETIERE,0009,55220,55286,Lemmes,55,,,552860000A1246,,,,,,,,,,,,,0,1,Maison,117,4,S,sols,,,236,5.283819,49.065917
2017-393250,2017-09-29,000001,Vente,160000,,,POINTE DES CURIETTES,B276,55220,55286,Lemmes,55,,,552860000A1248,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,62,5.28387,49.065877
2017-393251,2017-09-14,000001,Vente,5000,,,SARELEPUITS,B083,55150,55071,Brandeville,55,,,550710000C1439,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,1608,5.294973,49.375505
2017-393251,2017-09-14,000001,Vente,5000,,,SARELEPUITS,B083,55150,55071,Brandeville,55,,,550710000C1439,,,,,,,,,,,,,0,,,,,B,bois,,,32,5.294973,49.375505
2017-393251,2017-09-14,000001,Vente,5000,,,SARELEPUITS,B083,55150,55071,Brandeville,55,,,550710000C1442,,,,,,,,,,,,,0,,,,,B,bois,,,43,5.29352,49.374343
2017-393251,2017-09-14,000001,Vente,5000,,,SARELEPUITS,B083,55150,55071,Brandeville,55,,,550710000C1442,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,2137,5.29352,49.374343
2017-393251,2017-09-14,000001,Vente,5000,,,SARELEPUITS,B083,55150,55071,Brandeville,55,,,550710000C1481,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,1608,5.294257,49.37496
2017-393251,2017-09-14,000001,Vente,5000,,,SARELEPUITS,B083,55150,55071,Brandeville,55,,,550710000C1481,,,,,,,,,,,,,0,,,,,B,bois,,,32,5.294257,49.37496
2017-393251,2017-09-14,000001,Vente,5000,,,SARELEPUITS,B083,55150,55071,Brandeville,55,,,550710000C1482,,,,,,,,,,,,,0,,,,,L,landes,FRICH,Friche,22850,5.293753,49.373608
2017-393252,2017-09-15,000001,Vente,2050,,,LE VILLAGE DE CLERY GRAND,B030,55110,55118,Cléry-le-Grand,55,,,551180000A0366,,,,,,,,,,,,,0,,,,,S,sols,,,35,5.155843,49.36436
2017-393252,2017-09-15,000001,Vente,2050,,,LE VILLAGE DE CLERY GRAND,B030,55110,55118,Cléry-le-Grand,55,,,551180000A0640,,,,,,,,,,,,,0,,,,,J,jardins,,,375,5.155812,49.364318
2017-393253,2017-09-15,000001,Vente,250000,19,,RUE BASSE DES REMPARTS,0045,55700,55502,Stenay,55,,,55502000AB0140,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,989,5.184981,49.493773
2017-393253,2017-09-15,000001,Vente,250000,19,,RUE BASSE DES REMPARTS,0045,55700,55502,Stenay,55,,,55502000AB0140,,,,,,,,,,,,,0,2,Appartement,73,3,S,sols,,,989,5.184981,49.493773
2017-393253,2017-09-15,000001,Vente,250000,19,,RUE BASSE DES REMPARTS,0045,55700,55502,Stenay,55,,,55502000AB0140,,,,,,,,,,,,,0,2,Appartement,73,3,S,sols,,,989,5.184981,49.493773
2017-393254,2017-09-20,000001,Vente,1200,,,SOUS LE VILLAGE,B079,55700,55279,Laneuville-sur-Meuse,55,,,55279000AD0121,,,,,,,,,,,,,0,,,,,J,jardins,POTAG,Jardin potager,415,5.166984,49.490134
2017-393255,2017-09-18,000001,Vente,140000,25,,RUE CHANZY,0085,55700,55502,Stenay,55,,,55502000AB0228,,,,,,,,,,,,,0,1,Maison,153,6,S,sols,,,301,5.18651,49.492156
2017-393256,2017-09-21,000001,Vente,200000,12,,RUE D ORNES,0958,55100,55545,Verdun,55,,,55545000BS0188,,,,,,,,,,,,,0,1,Maison,140,6,S,sols,,,541,5.388088,49.167203
2017-393256,2017-09-21,000001,Vente,200000,12,,RUE D ORNES,0958,55100,55545,Verdun,55,,,55545000BS0188,,,,,,,,,,,,,0,1,Maison,44,2,S,sols,,,541,5.388088,49.167203
2017-393257,2017-09-16,000001,Vente,154000,1,,RUE D OLIZY,0030,55700,55250,Inor,55,,,552500000B0542,,,,,,,,,,,,,0,1,Maison,135,5,VE,vergers,,,1155,5.166071,49.545687
2017-393257,2017-09-16,000001,Vente,154000,1,,RUE D OLIZY,0030,55700,55250,Inor,55,,,552500000B0542,,,,,,,,,,,,,0,1,Maison,135,5,S,sols,,,700,5.166071,49.545687
2017-393257,2017-09-16,000001,Vente,154000,,,LES SAINTS LOUIS,B067,55700,55250,Inor,55,,,552500000B0543,,,,,,,,,,,,,0,,,,,T,terres,,,340,5.165967,49.545542
2017-393257,2017-09-16,000001,Vente,154000,,,LES SAINTS LOUIS,B067,55700,55250,Inor,55,,,552500000B0543,,,,,,,,,,,,,0,,,,,S,sols,,,120,5.165967,49.545542
2017-393257,2017-09-16,000001,Vente,154000,,,LES SAINTS LOUIS,B067,55700,55250,Inor,55,,,552500000B0551,,,,,,,,,,,,,0,,,,,T,terres,,,425,5.16658,49.545674
2017-393257,2017-09-16,000001,Vente,154000,,,LES SAINTS LOUIS,B067,55700,55250,Inor,55,,,552500000B0552,,,,,,,,,,,,,0,,,,,S,sols,,,115,5.165771,49.545444
2017-393257,2017-09-16,000001,Vente,154000,,,LES SAINTS LOUIS,B067,55700,55250,Inor,55,,,552500000B0552,,,,,,,,,,,,,0,,,,,T,terres,,,75,5.165771,49.545444
2017-393257,2017-09-16,000001,Vente,154000,,,LES SAINTS LOUIS,B067,55700,55250,Inor,55,,,552500000B0553,,,,,,,,,,,,,0,,,,,T,terres,,,397,5.165821,49.545401
2017-393257,2017-09-16,000001,Vente,154000,,,LES SAINTS LOUIS,B067,55700,55250,Inor,55,,,552500000B0553,,,,,,,,,,,,,0,,,,,S,sols,,,93,5.165821,49.545401
2017-393258,2017-09-28,000001,Vente,40000,8,,GR GRANDE RUE,0010,55120,55257,Jouy-en-Argonne,55,,,552570000C0478,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,520,5.223785,49.133443
2017-393258,2017-09-28,000001,Vente,40000,,,LE VILLAGE,B049,55120,55257,Jouy-en-Argonne,55,,,552570000C0479,,,,,,,,,,,,,0,,,,,VE,vergers,,,540,5.223657,49.133153
2017-393258,2017-09-28,000001,Vente,40000,,,LE VILLAGE,B049,55120,55257,Jouy-en-Argonne,55,,,552570000C0690,,,,,,,,,,,,,0,,,,,VE,vergers,,,144,5.223414,49.133004
2017-393258,2017-09-28,000001,Vente,40000,,,LE VILLAGE,B049,55120,55257,Jouy-en-Argonne,55,,,552570000C0692,,,,,,,,,,,,,0,,,,,S,sols,,,280,5.223628,49.133397
2017-393259,2017-09-27,000001,Vente,77000,25,,RUE DE DOUAUMONT,0070,55430,55043,Belleville-sur-Meuse,55,,,55043000AD0756,,,,,,,,,,,,,0,1,Maison,91,5,S,sols,,,589,5.395051,49.17114
2017-393260,2017-09-12,000001,Vente,130000,8,B,RUE DE FAUBOURG SAINT MARTIN,0020,55110,55167,Dun-sur-Meuse,55,,,55167000AC0051,,,,,,,,,,,,,0,1,Maison,137,5,S,sols,,,290,5.184392,49.38292
2017-393260,2017-09-12,000001,Vente,130000,8,B,RUE DE FAUBOURG SAINT MARTIN,0020,55110,55167,Dun-sur-Meuse,55,,,55167000AC0051,,,,,,,,,,,,,0,1,Maison,137,5,J,jardins,POTAG,Jardin potager,625,5.184392,49.38292
2017-393260,2017-09-12,000001,Vente,130000,,,DUN BAS,B027,55110,55167,Dun-sur-Meuse,55,,,55167000AC0423,,,,,,,,,,,,,0,,,,,J,jardins,POTAG,Jardin potager,150,5.184631,49.383066
2017-393260,2017-09-12,000001,Vente,130000,,,DUN BAS,B027,55110,55167,Dun-sur-Meuse,55,,,55167000AC0426,,,,,,,,,,,,,0,,,,,J,jardins,POTAG,Jardin potager,2140,5.184657,49.382758
2017-393261,2017-09-21,000001,Vente,219250,,,LE VILLAGE,B122,55600,55410,Quincy-Landzécourt,55,,,554100000E0114,,,,,,,,,,,,,0,,,,,S,sols,,,20,5.296835,49.494177
2017-393261,2017-09-21,000001,Vente,219250,,,LE VILLAGE,B122,55600,55410,Quincy-Landzécourt,55,,,554100000E0282,,,,,,,,,,,,,0,,,,,P,prés,,,1350,5.296271,49.493826
2017-393261,2017-09-21,000001,Vente,219250,1,B,GR GRANDE RUE,0023,55600,55410,Quincy-Landzécourt,55,,,554100000E0358,,,,,,,,,,,,,0,1,Maison,137,4,S,sols,,,229,5.296737,49.494048
2017-393261,2017-09-21,000001,Vente,219250,,,LE VILLAGE,B122,55600,55410,Quincy-Landzécourt,55,,,554100000E0359,,,,,,,,,,,,,0,,,,,S,sols,,,10,5.296866,49.494169
2017-393262,2017-09-18,000001,Vente,22800,14,A,RUE HAUTE,0020,55700,55362,Moulins-Saint-Hubert,55,,,55362000AB0149,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,90,5.127496,49.578744
2017-393262,2017-09-18,000001,Vente,22800,,,LE VILLAGE,B030,55700,55362,Moulins-Saint-Hubert,55,,,55362000AB0153,,,,,,,,,,,,,0,,,,,J,jardins,POTAG,Jardin potager,730,5.127681,49.578297
2017-393262,2017-09-18,000001,Vente,22800,14,,RUE HAUTE,0020,55700,55362,Moulins-Saint-Hubert,55,,,55362000AB0154,,,,,,,,,,,,,0,1,Maison,134,2,S,sols,,,175,5.127399,49.578726
2017-393262,2017-09-18,000001,Vente,22800,,,LE VILLAGE,B030,55700,55362,Moulins-Saint-Hubert,55,,,55362000AB0231,,,,,,,,,,,,,0,,,,,J,jardins,POTAG,Jardin potager,400,5.127673,49.578532
2017-393262,2017-09-18,000001,Vente,22800,,,LE VILLAGE,B030,55700,55362,Moulins-Saint-Hubert,55,,,55362000AB0232,,,,,,,,,,,,,0,,,,,J,jardins,POTAG,Jardin potager,105,5.127844,49.578409
2017-393263,2017-09-28,000001,Vente,160000,2,,RTE DE REGNEVILLE,0030,55110,55193,Forges-sur-Meuse,55,,,55193000ZO0030,,,,,,,,,,,,,0,1,Maison,193,6,P,prés,,,1941,5.292054,49.258847
2017-393263,2017-09-28,000001,Vente,160000,2,,RTE DE REGNEVILLE,0030,55110,55193,Forges-sur-Meuse,55,,,55193000ZO0030,,,,,,,,,,,,,0,1,Maison,193,6,P,prés,,,2429,5.292054,49.258847
2017-393263,2017-09-28,000001,Vente,160000,2,,RTE DE REGNEVILLE,0030,55110,55193,Forges-sur-Meuse,55,,,55193000ZO0030,,,,,,,,,,,,,0,1,Maison,193,6,S,sols,,,500,5.292054,49.258847
2017-393264,2017-09-28,000001,Vente,150000,9004,,CHE DES CARRIERES,0030,55320,55154,Dieue-sur-Meuse,55,,,55154000ZI0115,,,,,,,,,,,,,0,1,Maison,91,4,S,sols,,,364,5.434304,49.067796
2017-393264,2017-09-28,000001,Vente,150000,9004,,CHE DES CARRIERES,0030,55320,55154,Dieue-sur-Meuse,55,,,55154000ZI0115,,,,,,,,,,,,,0,1,Maison,91,4,J,jardins,POTAG,Jardin potager,1032,5.434304,49.067796
2017-393265,2017-09-11,000001,Vente,1,,,AUX CAILLOUX,B017,55700,55502,Stenay,55,,,55502000ZI0176,,,,,,,,,,,,,0,,,,,T,terres,,,58,5.200391,49.48457
2017-393265,2017-09-11,000001,Vente,1,,,AUX CAILLOUX,B017,55700,55502,Stenay,55,,,55502000ZI0177,,,,,,,,,,,,,0,,,,,T,terres,,,24,5.200678,49.484662
2017-393266,2017-10-26,000001,Vente,90000,4,,RUE DES CANARDS,0005,55160,55237,Haudiomont,55,,,552370000B0897,,,,,,,,,,,,,0,1,Maison,87,4,S,sols,,,571,5.558437,49.115596
2017-393267,2017-09-29,000001,Vente,188000,17,,RUE DU GENERAL LEMAIRE,0483,55100,55545,Verdun,55,,,55545000BS0638,,,1,,2,,4,139.5,5,22.1,,,4,1,Maison,160,4,,,,,,5.393748,49.165748
2017-393268,2017-09-29,000002,Vente,30000,,,AU VILLAGE,B126,55160,55317,Manheulles,55,,,553170000D0570,,,,,,,,,,,,,0,,,,,S,sols,,,40,5.601251,49.111274
2017-393268,2017-09-29,000002,Vente,30000,,,AU VILLAGE,B126,55160,55317,Manheulles,55,,,553170000D0572,,,,,,,,,,,,,0,,,,,S,sols,,,80,5.600949,49.111322
2017-393268,2017-09-29,000002,Vente,30000,,,AU VILLAGE,B126,55160,55317,Manheulles,55,,,553170000D0575,,,,,,,,,,,,,0,,,,,J,jardins,POTAG,Jardin potager,625,5.601059,49.111145
2017-393268,2017-09-29,000002,Vente,30000,,,AU VILLAGE,B126,55160,55317,Manheulles,55,,,553170000D0575,,,,,,,,,,,,,0,,,,,P,prés,,,1151,5.601059,49.111145
2017-393269,2017-09-28,000001,Vente,98000,2,,RUE YVES MONTAND,1513,55100,55545,Verdun,55,,,55545000AZ0211,,,,,,,,,,,,,0,1,Maison,86,4,S,sols,,,514,5.387208,49.151802
2017-393270,2017-09-21,000001,Vente,130000,28,,RUE DU LIEUTENANT BOURGUIGNON,0100,55600,55351,Montmédy,55,,,55351000AD0228,,,,,,,,,,,,,0,1,Maison,85,4,S,sols,,,500,5.362792,49.513709
2017-393270,2017-09-21,000001,Vente,130000,28,,RUE DU LIEUTENANT BOURGUIGNON,0100,55600,55351,Montmédy,55,,,55351000AD0228,,,,,,,,,,,,,0,1,Maison,85,4,T,terres,,,169,5.362792,49.513709
2017-393271,2017-10-05,000001,Vente,76000,96,,RUE DES FUSILLES,0445,55100,55545,Verdun,55,,,55545000BI0087,,,7,,,,,,,,,,1,3,Dépendance,,0,,,,,,5.356659,49.146337
2017-393271,2017-10-05,000001,Vente,76000,96,,RUE DES FUSILLES,0445,55100,55545,Verdun,55,,,55545000BI0087,,,31,63.86,,,,,,,,,1,2,Appartement,69,4,,,,,,5.356659,49.146337
2017-393272,2017-09-27,000001,Vente,1.2,3,,RUE ANDRE PEZARD,0996,55100,55545,Verdun,55,,,55545000AA0060,,,3,605,,,,,,,,,1,4,Local industriel. commercial ou assimilé,540,0,,,,,,5.409584,49.146196
2017-393273,2017-09-27,000001,Vente,4000,,,LES JAUNETTES,B069,55270,55137,Cuisy,55,,,55137000ZA0012,,,,,,,,,,,,,0,,,,,P,prés,,,1650,5.177337,49.268692
2017-393273,2017-09-27,000001,Vente,4000,,,LES JAUNETTES,B069,55270,55137,Cuisy,55,,,55137000ZA0012,,,,,,,,,,,,,0,,,,,S,sols,,,670,5.177337,49.268692
2017-393273,2017-09-27,000001,Vente,4000,,,SAMONPRE,B071,55110,55206,Gercourt-et-Drillancourt,55,,,552060000D0569,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,648,5.223573,49.287901
2017-393273,2017-09-27,000001,Vente,4000,,,SAMONPRE,B071,55110,55206,Gercourt-et-Drillancourt,55,,,552060000D0569,,,,,,,,,,,,,0,,,,,B,bois,,,172,5.223573,49.287901
2017-393273,2017-09-27,000001,Vente,4000,,,SAMONPRE,B071,55110,55206,Gercourt-et-Drillancourt,55,,,552060000D0570,,,,,,,,,,,,,0,,,,,B,bois,,,172,5.223892,49.28788
2017-393273,2017-09-27,000001,Vente,4000,,,SAMONPRE,B071,55110,55206,Gercourt-et-Drillancourt,55,,,552060000D0570,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,648,5.223892,49.28788
2017-393274,2017-09-27,000001,Vente,1500,,,LA BOSSETTE,B010,55270,55137,Cuisy,55,,,55137000ZB0018,,,,,,,,,,,,,0,,,,,P,prés,,,540,5.18074,49.267845
2017-393275,2017-09-11,000002,Vente,20000,,,EN FACE LE CHAMP DE FOIRE,B045,55400,55181,Étain,55,,,55181000AD0633,,,,,,,,,,,,,0,,,,,S,sols,,,349,5.636368,49.2096
2017-393276,2017-09-26,000001,Vente,45000,,,LE COURNEAU,B013,55110,55119,Cléry-le-Petit,55,,,55119000ZC0026,,,,,,,,,,,,,0,,,,,P,prés,,,860,5.177163,49.365552
