id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude
2017-392901,2017-07-03,000001,Vente,68000,,,AUBREVILLE,B015,55120,55014,Aubréville,55,,,550140000J0594,,,,,,,,,,,,,0,,,,,J,jardins,POTAG,Jardin potager,560,5.083285,49.144074
2017-392901,2017-07-03,000001,Vente,68000,3,,RUE SAINT MARTIN,0110,55120,55014,Aubréville,55,,,550140000J0660,,,,,,,,,,,,,0,1,Maison,108,4,S,sols,,,387,5.083056,49.144121
2017-392901,2017-07-03,000001,Vente,68000,,,AUBREVILLE,B015,55120,55014,Aubréville,55,,,550140000J0661,,,,,,,,,,,,,0,,,,,S,sols,,,443,5.083297,49.14425
2017-392902,2017-07-04,000001,Vente,5200,,,L ENCLOS,B012,55700,55310,Luzy-Saint-Martin,55,,,55310000ZD0071,,,,,,,,,,,,,0,,,,,T,terres,,,2660,5.150519,49.523427
2017-392902,2017-07-04,000001,Vente,5200,,,L ENCLOS,B012,55700,55310,Luzy-Saint-Martin,55,,,55310000ZD0072,,,,,,,,,,,,,0,,,,,T,terres,,,7980,5.149493,49.523238
2017-392903,2017-07-03,000001,Vente,156000,10,,CHE DERRIERE LES JARDINS,0010,55220,55498,Souilly,55,,,55498000ZH0073,,,7,21.05,,,,,,,,,1,4,Local industriel. commercial ou assimilé,33,0,,,,,,5.289471,49.030213
2017-392904,2017-07-04,000001,Vente,57500,21,,RTE NATIONALE,0045,55110,55490,Sivry-sur-Meuse,55,,,55490000AC0127,,,,,,,,,,,,,0,1,Maison,80,4,S,sols,,,770,5.268371,49.324616
2017-392905,2017-07-04,000001,Vente,20500,,,LE POLYGONE,B124,55840,55505,Thierville-sur-Meuse,55,,,55505000AV0460,,,,,,,,,,,,,0,,,,,J,jardins,POTAG,Jardin potager,649,5.366364,49.165566
2017-392906,2017-07-03,000001,Vente,108570,50,,AV DU MARECHAL JOFFRE,0837,55100,55545,Verdun,55,,,55545000BY0292,,,,,,,,,,,,,0,1,Maison,60,3,S,sols,,,265,5.398712,49.163728
2017-392907,2017-07-03,000001,Vente,165000,,,LE VILLAGE,B112,55220,55525,Vadelaincourt,55,,,55525000ZC0030,,,,,,,,,,,,,0,,,,,S,sols,,,34,5.264631,49.071115
2017-392907,2017-07-03,000001,Vente,165000,5,,RTE DE LEMMES,0020,55220,55525,Vadelaincourt,55,,,55525000ZC0070,,,,,,,,,,,,,0,1,Maison,86,4,P,prés,,,911,5.264973,49.071321
2017-392907,2017-07-03,000001,Vente,165000,5,,RTE DE LEMMES,0020,55220,55525,Vadelaincourt,55,,,55525000ZC0070,,,,,,,,,,,,,0,1,Maison,86,4,P,prés,,,300,5.264973,49.071321
2017-392907,2017-07-03,000001,Vente,165000,5,,RTE DE LEMMES,0020,55220,55525,Vadelaincourt,55,,,55525000ZC0070,,,,,,,,,,,,,0,1,Maison,86,4,S,sols,,,412,5.264973,49.071321
2017-392908,2017-07-04,000001,Vente,50000,19,,RUE DE DIEUE,0025,55320,55492,Sommedieue,55,,,55492000AC0111,,,,,,,,,,,,,0,1,Maison,174,5,S,sols,,,415,5.461962,49.084336
2017-392909,2017-07-04,000001,Vente,30000,19,,RUE DE L EGLISE,0090,55700,55364,Mouzay,55,,,55364000AB0357,,,,,,,,,,,,,0,1,Maison,96,3,S,sols,,,82,5.21765,49.462791
2017-392910,2017-07-04,000001,Vente,15000,54,,RTE NATIONALE,0045,55110,55490,Sivry-sur-Meuse,55,,,55490000AC0263,,,,,,,,,,,,,0,2,Appartement,100,4,S,sols,,,207,5.268118,49.320931
2017-392910,2017-07-04,000001,Vente,15000,54,,RTE NATIONALE,0045,55110,55490,Sivry-sur-Meuse,55,,,55490000AC0263,,,,,,,,,,,,,0,2,Appartement,88,3,S,sols,,,207,5.268118,49.320931
2017-392910,2017-07-04,000001,Vente,15000,54,,RTE NATIONALE,0045,55110,55490,Sivry-sur-Meuse,55,,,55490000AC0263,,,,,,,,,,,,,0,2,Appartement,40,2,S,sols,,,207,5.268118,49.320931
2017-392910,2017-07-04,000001,Vente,15000,,,LE VILLAGE,B159,55110,55490,Sivry-sur-Meuse,55,,,55490000AC0266,,,,,,,,,,,,,0,,,,,S,sols,,,184,5.268108,49.320996
2017-392911,2017-07-03,000001,Vente,1000000,16,,RUE DU BATAILLON XII 20,0021,55430,55043,Belleville-sur-Meuse,55,,,55043000AK0125,,,,,,,,,,,,,0,1,Maison,113,4,S,sols,,,2720,5.371965,49.18455
2017-392911,2017-07-03,000001,Vente,1000000,16,,RUE DU BATAILLON XII 20,0021,55430,55043,Belleville-sur-Meuse,55,,,55043000AK0125,,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,3670,0,S,sols,,,2720,5.371965,49.18455
2017-392911,2017-07-03,000001,Vente,1000000,,,LES QUINZE QUARTS,B061,55430,55043,Belleville-sur-Meuse,55,,,55043000AK0126,,,,,,,,,,,,,0,,,,,S,sols,,,2289,5.371844,49.184355
2017-392911,2017-07-03,000001,Vente,1000000,,,LES QUINZE QUARTS,B061,55430,55043,Belleville-sur-Meuse,55,,,55043000AK0127,,,,,,,,,,,,,0,,,,,S,sols,,,2310,5.371714,49.184151
2017-392911,2017-07-03,000001,Vente,1000000,,,LES QUINZE QUARTS,B061,55430,55043,Belleville-sur-Meuse,55,,,55043000AK0142,,,,,,,,,,,,,0,,,,,S,sols,,,9240,5.372756,49.184132
2017-392911,2017-07-03,000001,Vente,1000000,,,LES QUINZE QUARTS,B061,55430,55043,Belleville-sur-Meuse,55,,,55043000AK0145,,,,,,,,,,,,,0,,,,,S,sols,,,243,5.373404,49.183597
2017-392911,2017-07-03,000001,Vente,1000000,,,LES QUINZE QUARTS,B061,55430,55043,Belleville-sur-Meuse,55,,,55043000AK0146,,,,,,,,,,,,,0,,,,,T,terres,,,8,5.373662,49.183565
2017-392911,2017-07-03,000001,Vente,1000000,,,LES QUINZE QUARTS,B061,55430,55043,Belleville-sur-Meuse,55,,,55043000AK0147,,,,,,,,,,,,,0,,,,,S,sols,,,4,5.373598,49.183536
2017-392911,2017-07-03,000001,Vente,1000000,,,LES QUINZE QUARTS,B061,55430,55043,Belleville-sur-Meuse,55,,,55043000AK0392,,,,,,,,,,,,,0,,,,,T,terres,,,2810,5.374193,49.183823
2017-392912,2017-07-04,000001,Vente,15500,,,RUELLE DE VELOSNES,B074,55600,55034,Bazeilles-sur-Othain,55,,,550340000B0033,,,,,,,,,,,,,0,,,,,VE,vergers,,,2250,5.432808,49.497922
2017-392913,2017-07-07,000001,Vente,6500,1,,RUE DE REMOIVILLE,0140,55600,55324,Marville,55,,,55324000AB0021,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,65,5.453681,49.452685
2017-392914,2017-07-06,000001,Vente,8000,,,RECHICOURT,B173,55230,55500,Spincourt,55,,,555004180C0373,,,,,,,,,,,,,0,,,,,VE,vergers,,,1716,5.707714,49.33771
2017-392914,2017-07-06,000001,Vente,8000,,,RECHICOURT,B173,55230,55500,Spincourt,55,,,555004180C0374,,,,,,,,,,,,,0,,,,,S,sols,,,397,5.708094,49.337823
2017-392915,2017-07-03,000001,Vente,2000,,,LE VILLAGE,B096,55230,55405,Pillon,55,,,55405000AB0129,,,,,,,,,,,,,0,,,,,J,jardins,POTAG,Jardin potager,300,5.57641,49.375621
2017-392916,2017-07-11,000001,Vente,17000,84,,AV GOUBET VAN HEEGHE,0175,55840,55505,Thierville-sur-Meuse,55,,,55505000AV0010,,,5,,,,,,,,,,1,3,Dépendance,,0,,,,,,5.36127,49.165778
2017-392916,2017-07-11,000001,Vente,17000,84,,AV GOUBET VAN HEEGHE,0175,55840,55505,Thierville-sur-Meuse,55,,,55505000AV0010,,,3,50,,,,,,,,,1,3,Dépendance,,0,,,,,,5.36127,49.165778
2017-392917,2017-07-10,000001,Vente,100000,4,,AV D ALSACE,1516,55100,55545,Verdun,55,,,55545000AR0008,,,42,105.74,,,,,,,,,1,1,Maison,114,5,,,,,,5.405132,49.145012
2017-392918,2017-07-07,000001,Vente,4000,,,LA GOBELLE,B067,55110,55490,Sivry-sur-Meuse,55,,,55490000ZM0021,,,,,,,,,,,,,0,,,,,T,terres,,,223,5.267593,49.326252
2017-392919,2017-07-07,000001,Vente,21707,9041,,AU DESSUS DES ETANGS,B025,55700,55025,Baâlon,55,,,550250000A0041,,,,,,,,,,,,,0,1,Maison,94,4,S,sols,,,906,5.232,49.498807
2017-392919,2017-07-07,000001,Vente,21707,,,LES ETANGS,B032,55700,55025,Baâlon,55,,,550250000A0046,,,,,,,,,,,,,0,,,,,L,landes,,,1145,5.231708,49.49833
2017-392919,2017-07-07,000001,Vente,21707,,,AU DESSUS DES ETANGS,B025,55700,55025,Baâlon,55,,,550250000A0116,,,,,,,,,,,,,0,,,,,P,prés,,,3463,5.232125,49.498711
2017-392919,2017-07-07,000001,Vente,21707,,,PRE LE TAUREAU,B105,55700,55502,Stenay,55,,,555020000B0025,,,,,,,,,,,,,0,,,,,P,prés,,,347,5.230868,49.498719
2017-392920,2017-07-11,000001,Vente,135000,4,,RUE DE LA SCIERIE,0182,55600,55351,Montmédy,55,,,553510000E0400,,,,,,,,,,,,,0,1,Maison,104,4,S,sols,,,620,5.376867,49.507672
2017-392921,2017-07-05,000001,Vente,6000,,,AUX PISSES,B072,55100,55236,Haudainville,55,,,55236000ZB0092,,,,,,,,,,,,,0,,,,,T,terres,,,7890,5.420203,49.135253
2017-392921,2017-07-05,000001,Vente,6000,,,LA CROIX L HERMINA,B032,55100,55236,Haudainville,55,,,55236000ZB0108,,,,,,,,,,,,,0,,,,,T,terres,,,2900,5.418223,49.131822
2017-392921,2017-07-05,000001,Vente,6000,,,SUR LE PUISET,B081,55100,55236,Haudainville,55,,,55236000ZH0078,,,,,,,,,,,,,0,,,,,P,prés,,,4540,5.413238,49.121094
2017-392922,2017-07-07,000001,Vente,94080,10,,RUE DE CHEPPY,0035,55270,55527,Varennes-en-Argonne,55,,,55527000AB0004,,,,,,,,,,,,,0,1,Maison,103,6,S,sols,,,500,5.038184,49.228734
2017-392922,2017-07-07,000001,Vente,94080,10,,RUE DE CHEPPY,0035,55270,55527,Varennes-en-Argonne,55,,,55527000AB0004,,,,,,,,,,,,,0,1,Maison,103,6,L,landes,,,608,5.038184,49.228734
2017-392923,2017-07-11,000001,Vente,80000,,,LE VILLAGE,B024,55600,55511,Thonnelle,55,,,55511000AB0126,,,,,,,,,,,,,0,,,,,VE,vergers,,,971,5.365606,49.552523
2017-392923,2017-07-11,000001,Vente,80000,,,LE VILLAGE,B024,55600,55511,Thonnelle,55,,,55511000AB0127,,,,,,,,,,,,,0,,,,,J,jardins,POTAG,Jardin potager,577,5.364701,49.552919
2017-392923,2017-07-11,000001,Vente,80000,20,,RUE HENRI DE PREMOREL,0030,55600,55511,Thonnelle,55,,,55511000AB0128,,,,,,,,,,,,,0,1,Maison,156,7,S,sols,,,168,5.364448,49.553011
2017-392923,2017-07-11,000001,Vente,80000,,,LE VILLAGE,B024,55600,55511,Thonnelle,55,,,55511000AB0226,,,,,,,,,,,,,0,,,,,S,sols,,,101,5.36437,49.55294
2017-392923,2017-07-11,000001,Vente,80000,,,LE VILLAGE,B024,55600,55511,Thonnelle,55,,,55511000AB0238,,,,,,,,,,,,,0,,,,,P,prés,,,896,5.365209,49.552592
2017-392924,2017-07-11,000001,Vente,35000,,,LE VILLAGE,B112,55600,55109,Chauvency-le-Château,55,,,55109000AB0029,,,,,,,,,,,,,0,,,,,L,landes,,,15,5.306312,49.520328
2017-392924,2017-07-11,000001,Vente,35000,4,,RTE DE LAMOUILLY,0040,55600,55109,Chauvency-le-Château,55,,,55109000AB0030,,,,,,,,,,,,,0,1,Maison,120,5,S,sols,,,698,5.30657,49.520423
2017-392925,2017-07-10,000001,Vente,9650,,,LE VILLAGE,B029,55700,55037,Beaufort-en-Argonne,55,,,55037000AB0315,,,,,,,,,,,,,0,,,,,S,sols,,,270,5.112592,49.473874
2017-392925,2017-07-10,000001,Vente,9650,,,LE VILLAGE,B029,55700,55037,Beaufort-en-Argonne,55,,,55037000AB0318,,,,,,,,,,,,,0,,,,,J,jardins,POTAG,Jardin potager,195,5.112343,49.473888
2017-392925,2017-07-10,000001,Vente,9650,,,LE VILLAGE,B029,55700,55037,Beaufort-en-Argonne,55,,,55037000AB0319,,,,,,,,,,,,,0,,,,,P,prés,,,89,5.111845,49.473974
2017-392926,2017-07-11,000001,Vente,20,,,A LA COTE DE MURVAUX,B028,55110,55571,Vilosnes-Haraumont,55,,,55571000ZC0114,,,,,,,,,,,,,0,,,,,B,bois,,,6,5.24605,49.338444
2017-392926,2017-07-11,000001,Vente,20,,,A LA COTE DE MURVAUX,B028,55110,55571,Vilosnes-Haraumont,55,,,55571000ZC0114,,,,,,,,,,,,,0,,,,,BS,taillis sous futaie,,,194,5.24605,49.338444
2017-392927,2017-07-11,000001,Vente,1000,,,A LA COTE DE MURVAUX,B028,55110,55571,Vilosnes-Haraumont,55,,,55571000ZC0097,,,,,,,,,,,,,0,,,,,BS,taillis sous futaie,,,272,5.24467,49.337834
2017-392927,2017-07-11,000001,Vente,1000,,,A LA COTE DE MURVAUX,B028,55110,55571,Vilosnes-Haraumont,55,,,55571000ZC0097,,,,,,,,,,,,,0,,,,,B,bois,,,8,5.24467,49.337834
2017-392927,2017-07-11,000001,Vente,1000,,,A LA COTE DE MURVAUX,B028,55110,55571,Vilosnes-Haraumont,55,,,55571000ZC0101,,,,,,,,,,,,,0,,,,,BS,taillis sous futaie,,,582,5.244918,49.338089
2017-392927,2017-07-11,000001,Vente,1000,,,A LA COTE DE MURVAUX,B028,55110,55571,Vilosnes-Haraumont,55,,,55571000ZC0101,,,,,,,,,,,,,0,,,,,B,bois,,,18,5.244918,49.338089
2017-392927,2017-07-11,000001,Vente,1000,,,A LA COTE DE MURVAUX,B028,55110,55571,Vilosnes-Haraumont,55,,,55571000ZC0144,,,,,,,,,,,,,0,,,,,BS,taillis sous futaie,,,103,5.2444,49.33577
2017-392927,2017-07-11,000001,Vente,1000,,,A LA COTE DE MURVAUX,B028,55110,55571,Vilosnes-Haraumont,55,,,55571000ZC0144,,,,,,,,,,,,,0,,,,,B,bois,,,3,5.2444,49.33577
2017-392927,2017-07-11,000001,Vente,1000,,,A LA COTE DE MURVAUX,B028,55110,55571,Vilosnes-Haraumont,55,,,55571000ZC0147,,,,,,,,,,,,,0,,,,,B,bois,,,9,5.244251,49.335204
2017-392927,2017-07-11,000001,Vente,1000,,,A LA COTE DE MURVAUX,B028,55110,55571,Vilosnes-Haraumont,55,,,55571000ZC0147,,,,,,,,,,,,,0,,,,,BS,taillis sous futaie,,,310,5.244251,49.335204
2017-392927,2017-07-11,000001,Vente,1000,,,A LA COTE DE MURVAUX,B028,55110,55571,Vilosnes-Haraumont,55,,,55571000ZC0151,,,,,,,,,,,,,0,,,,,B,bois,,,6,5.244222,49.335777
2017-392927,2017-07-11,000001,Vente,1000,,,A LA COTE DE MURVAUX,B028,55110,55571,Vilosnes-Haraumont,55,,,55571000ZC0151,,,,,,,,,,,,,0,,,,,BS,taillis sous futaie,,,196,5.244222,49.335777
2017-392927,2017-07-11,000001,Vente,1000,,,A LA COTE DE MURVAUX,B028,55110,55571,Vilosnes-Haraumont,55,,,55571000ZC0152,,,,,,,,,,,,,0,,,,,B,bois,,,33,5.243885,49.335786
2017-392927,2017-07-11,000001,Vente,1000,,,A LA COTE DE MURVAUX,B028,55110,55571,Vilosnes-Haraumont,55,,,55571000ZC0152,,,,,,,,,,,,,0,,,,,BS,taillis sous futaie,,,1087,5.243885,49.335786
2017-392927,2017-07-11,000001,Vente,1000,,,AUX PONCELLES,B078,55110,55571,Vilosnes-Haraumont,55,,,55571000ZI0071,,,,,,,,,,,,,0,,,,,B,bois,,,4,5.231177,49.322602
2017-392927,2017-07-11,000001,Vente,1000,,,AUX PONCELLES,B078,55110,55571,Vilosnes-Haraumont,55,,,55571000ZI0071,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,161,5.231177,49.322602
2017-392928,2017-07-10,000001,Vente,185000,28,,RUE DOCTEUR PELAS,0375,55100,55545,Verdun,55,,,55545000AO0522,,,,,,,,,,,,,0,1,Maison,115,4,S,sols,,,807,5.402345,49.154695
2017-392929,2017-07-06,000001,Vente,65000,65,,RUE DE RU,1210,55100,55545,Verdun,55,,,55545000AI0148,,,1,28.95,,,,,,,,,1,2,Appartement,29,2,,,,,,5.382084,49.158701
2017-392929,2017-07-06,000001,Vente,65000,65,,RUE DE RU,1210,55100,55545,Verdun,55,,,55545000AI0148,,,8,20.23,,,,,,,,,1,2,Appartement,21,1,,,,,,5.382084,49.158701
2017-392930,2017-07-06,000001,Vente,4000,,,CHAMP DES MOUCHES,B017,55100,55102,Charny-sur-Meuse,55,,,55102000AH0010,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,1147,5.341461,49.19307
2017-392931,2017-07-06,000001,Vente,6000,,,A ROUGE FOUX,B117,55100,55545,Verdun,55,,,55545000ZI0030,,,,,,,,,,,,,0,,,,,T,terres,,,3437,5.351469,49.145137
2017-392931,2017-07-06,000001,Vente,6000,,,A ROUGE FOUX,B117,55100,55545,Verdun,55,,,55545000ZI0030,,,,,,,,,,,,,0,,,,,T,terres,,,6873,5.351469,49.145137
2017-392932,2017-07-05,000001,Vente,800,,,AU GRAND JARDIN,B215,55220,55497,Les Souhesmes-Rampont,55,,,55497413ZM0047,,,,,,,,,,,,,0,,,,,T,terres,,,815,5.214196,49.099884
2017-392933,2017-07-04,000001,Vente,50000,12,,ALL ST AMANT,0195,55840,55505,Thierville-sur-Meuse,55,,,55505000AM0303,,,,,,,,,,,,,0,1,Maison,98,3,J,jardins,POTAG,Jardin potager,452,5.361325,49.16057
2017-392933,2017-07-04,000001,Vente,50000,12,,ALL ST AMANT,0195,55840,55505,Thierville-sur-Meuse,55,,,55505000AM0303,,,,,,,,,,,,,0,1,Maison,98,3,S,sols,,,231,5.361325,49.16057
2017-392934,2017-07-05,000001,Vente,750,,,LA MEULE,B083,55100,55102,Charny-sur-Meuse,55,,,55102000YD0022,,,,,,,,,,,,,0,,,,,P,prés,,,1990,5.346906,49.193373
2017-392935,2017-07-10,000001,Vente,158000,3,,CHE DES PLANCHETTES,1007,55100,55545,Verdun,55,,,55545000AO0351,,,,,,,,,,,,,0,1,Maison,85,3,S,sols,,,1261,5.39967,49.154493
2017-392935,2017-07-10,000001,Vente,158000,3,,CHE DES PLANCHETTES,1007,55100,55545,Verdun,55,,,55545000AO0351,,,,,,,,,,,,,0,1,Maison,85,3,J,jardins,POTAG,Jardin potager,171,5.39967,49.154493
2017-392935,2017-07-10,000001,Vente,158000,6,,RUE DU BRIOLET,0130,55100,55545,Verdun,55,,,55545000AO0456,,,,,,,,,,,,,0,,,,,J,jardins,POTAG,Jardin potager,140,5.399269,49.154358
2017-392936,2017-07-17,000001,Vente,168891,23,,RUE DES CYTISES,0060,55320,55154,Dieue-sur-Meuse,55,,,55154000ZE0206,,,,,,,,,,,,,0,1,Maison,91,4,S,sols,,,672,5.434541,49.07368
2017-392937,2017-07-13,000001,Vente,249100,13,,GR GRANDE RUE,0025,55160,55265,Labeuville,55,,,552650000A0446,,,,,,,,,,,,,0,1,Maison,171,4,S,sols,,,527,5.793554,49.09641
2017-392937,2017-07-13,000001,Vente,249100,,,LE VILLAGE,B049,55160,55265,Labeuville,55,,,552650000A0447,,,,,,,,,,,,,0,,,,,J,jardins,POTAG,Jardin potager,590,5.79385,49.096176
2017-392938,2017-07-04,000001,Vente,52300,11,,RUE DES PAQUIS,0060,55320,55347,Les Monthairons,55,,,55347000ZE0073,,,,,,,,,,,,,0,1,Maison,62,3,S,sols,,,1294,5.413788,49.050874
2017-392939,2017-07-06,000001,Vente,5000,9004,,LE CHATEAU,B015,55110,55028,Bantheville,55,,,55028000ZC0004,,,,,,,,,,,,,0,1,Maison,12,1,S,sols,,,20,5.094992,49.354848
2017-392939,2017-07-06,000001,Vente,5000,9004,,LE CHATEAU,B015,55110,55028,Bantheville,55,,,55028000ZC0004,,,,,,,,,,,,,0,1,Maison,12,1,P,prés,,,1280,5.094992,49.354848
2017-392940,2017-07-01,000001,Vente,89450,9,,RUE HAUTE,0045,55320,55492,Sommedieue,55,,,55492000AC0457,,,,,,,,,,,,,0,1,Maison,98,4,S,sols,,,186,5.464198,49.086105
2017-392940,2017-07-01,000001,Vente,89450,11,,RUE HAUTE,0045,55320,55492,Sommedieue,55,,,55492000AC0458,,,,,,,,,,,,,0,1,Maison,121,5,S,sols,,,344,5.464261,49.086155
2017-392941,2017-07-11,000001,Vente,98000,18,,AV DU GENERAL DE GAULLE,0465,55100,55545,Verdun,55,,,55545000BR0147,,,1,,12,93,,,,,,,2,4,Local industriel. commercial ou assimilé,116,0,,,,,,5.378892,49.16416
2017-392942,2017-07-07,000001,Vente,4900,,,LE CULOT,B047,55840,55505,Thierville-sur-Meuse,55,,,55505000ZK0067,,,,,,,,,,,,,0,,,,,VE,vergers,,,770,5.354746,49.161911
2017-392942,2017-07-07,000001,Vente,4900,,,LE CULOT,B047,55840,55505,Thierville-sur-Meuse,55,,,55505000ZK0068,,,,,,,,,,,,,0,,,,,VE,vergers,,,1580,5.355034,49.161962
2017-392943,2017-07-20,000001,Vente,8000,,,LA VALLETTE,B106,55110,55571,Vilosnes-Haraumont,55,,,55571000ZH0046,,,,,,,,,,,,,0,,,,,BP,peupleraies,,,17600,5.220477,49.323699
2017-392944,2017-07-10,000001,Vente,150000,15,,RUE HAUTE,0020,55400,55171,Eix,55,,,55171000ZD0228,,,,,,,,,,,,,0,1,Maison,105,4,S,sols,,,798,5.493674,49.178148
2017-392945,2017-07-05,000001,Vente,70000,2,,AV JULES FERRY,0710,55100,55545,Verdun,55,,,55545000AS0008,,,,,,,,,,,,,0,1,Maison,110,5,S,sols,,,381,5.391337,49.144197
2017-392946,2017-07-22,000001,Adjudication,25500,,,LE HAUT POIRIER,B037,55120,55253,Les Islettes,55,,,55253000AC0089,,,,,,,,,,,,,0,,,,,P,prés,,,568,5.01063,49.109523
2017-392946,2017-07-22,000001,Adjudication,25500,126,,RUE JULES BANCELIN,0047,55120,55253,Les Islettes,55,,,55253000AC0090,,,,,,,,,,,,,0,1,Maison,162,7,S,sols,,,458,5.010803,49.10969
2017-392946,2017-07-22,000001,Adjudication,25500,,,LE HAUT POIRIER,B037,55120,55253,Les Islettes,55,,,55253000AC0091,,,,,,,,,,,,,0,,,,,T,terres,,,3090,5.011736,49.109927
2017-392947,2017-07-24,000001,Adjudication,26832,,,LE HAUT POIRIER,B037,55120,55253,Les Islettes,55,,,55253000AC0089,,,,,,,,,,,,,0,,,,,P,prés,,,568,5.01063,49.109523
2017-392947,2017-07-24,000001,Adjudication,26832,126,,RUE JULES BANCELIN,0047,55120,55253,Les Islettes,55,,,55253000AC0090,,,,,,,,,,,,,0,1,Maison,162,7,S,sols,,,458,5.010803,49.10969
2017-392947,2017-07-24,000001,Adjudication,26832,,,LE HAUT POIRIER,B037,55120,55253,Les Islettes,55,,,55253000AC0091,,,,,,,,,,,,,0,,,,,T,terres,,,3090,5.011736,49.109927
2017-392948,2017-07-18,000001,Vente,1500,,,TROU DES CAILLOUX,B155,55270,55346,Montfaucon-d'Argonne,55,,,55346000ZB0068,,,,,,,,,,,,,0,,,,,L,landes,,,9890,5.152807,49.283702
2017-392949,2017-07-18,000001,Vente,2820,,,TROU DES CAILLOUX,B155,55270,55346,Montfaucon-d'Argonne,55,,,55346000ZB0068,,,,,,,,,,,,,0,,,,,L,landes,,,9890,5.152807,49.283702
2017-392950,2017-07-21,000001,Vente,2500,,,LES FAVORITES,B033,55700,55250,Inor,55,,,552500000B0110,,,,,,,,,,,,,0,,,,,VI,vignes,,,357,5.161281,49.552029
2017-392950,2017-07-21,000001,Vente,2500,,,LES FONDS DE NOUE,B036,55700,55250,Inor,55,,,552500000B0719,,,,,,,,,,,,,0,,,,,T,terres,,,335,5.158299,49.556575
2017-392950,2017-07-21,000001,Vente,2500,,,LES PICARDES,B061,55700,55250,Inor,55,,,552500000B0882,,,,,,,,,,,,,0,,,,,T,terres,,,420,5.155027,49.555052
2017-392950,2017-07-21,000001,Vente,2500,,,LES PICARDES,B061,55700,55250,Inor,55,,,552500000B0883,,,,,,,,,,,,,0,,,,,VE,vergers,,,230,5.155035,49.554948
2017-392950,2017-07-21,000001,Vente,2500,,,LE CHEMIN DE MOUZON,B018,55700,55250,Inor,55,,,552500000B0977,,,,,,,,,,,,,0,,,,,T,terres,,,1020,5.150869,49.555238
2017-392950,2017-07-21,000001,Vente,2500,,,LE CHEMIN DE MOUZON,B018,55700,55250,Inor,55,,,552500000B0979,,,,,,,,,,,,,0,,,,,T,terres,,,197,5.150639,49.555129
2017-392950,2017-07-21,000001,Vente,2500,,,LE CHEMIN DE MOUZON,B018,55700,55250,Inor,55,,,552500000B0981,,,,,,,,,,,,,0,,,,,VE,vergers,,,642,5.150592,49.555377
2017-392950,2017-07-21,000001,Vente,2500,,,LE CHEMIN DE MOUZON,B018,55700,55250,Inor,55,,,552500000B1113,,,,,,,,,,,,,0,,,,,VE,vergers,,,230,5.148428,49.556126
2017-392951,2017-07-19,000001,Vente,170000,3,,RUE DU PONT,0160,55270,55527,Varennes-en-Argonne,55,,,55527000AA0165,,,,,,,,,,,,,0,1,Maison,90,6,S,sols,,,118,5.03461,49.227723
2017-392951,2017-07-19,000001,Vente,170000,3,,RUE DU PONT,0160,55270,55527,Varennes-en-Argonne,55,,,55527000AA0165,,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,82,0,S,sols,,,118,5.03461,49.227723
2017-392951,2017-07-19,000001,Vente,170000,1,,PL DE L EGLISE,0055,55270,55527,Varennes-en-Argonne,55,,,55527000AA0166,,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,295,0,S,sols,,,205,5.034686,49.227692
2017-392951,2017-07-19,000001,Vente,170000,1,,PL DE L EGLISE,0055,55270,55527,Varennes-en-Argonne,55,,,55527000AA0166,,,,,,,,,,,,,0,1,Maison,32,2,S,sols,,,205,5.034686,49.227692
2017-392952,2017-07-06,000001,Vente,30000,,,LES ISLETTES,B039,55120,55253,Les Islettes,55,,,55253000AD0047,,,,,,,,,,,,,0,,,,,J,jardins,POTAG,Jardin potager,895,4.997285,49.108534
2017-392952,2017-07-06,000001,Vente,30000,6,,RUE JULES BANCELIN,0047,55120,55253,Les Islettes,55,,,55253000AD0048,,,,,,,,,,,,,0,1,Maison,103,3,S,sols,,,760,4.99715,49.108713
2017-392953,2017-07-04,000001,Vente,10000,,,CHAMP AUX FEUILLES,B019,55160,55465,Saint-Remy-la-Calonne,55,,,55465000ZE0035,,,,,,,,,,,,,0,,,,,T,terres,,,4000,5.582629,49.043743
2017-392953,2017-07-04,000001,Vente,10000,,,CHAMP AUX FEUILLES,B019,55160,55465,Saint-Remy-la-Calonne,55,,,55465000ZE0035,,,,,,,,,,,,,0,,,,,L,landes,FRICH,Friche,22119,5.582629,49.043743
