id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude
2017-299416,2017-08-21,000001,Vente,480000,,,GILLET,B039,40210,40163,Lüe,40,,,401630000L0515,,,,,,,,,,,,,0,,,,,T,terres,,,5157,-0.985797,44.213621
2017-299416,2017-08-21,000001,Vente,480000,,,GILLET,B039,40210,40163,Lüe,40,,,401630000L0516,,,,,,,,,,,,,0,,,,,T,terres,,,363,-0.985406,44.213054
2017-299416,2017-08-21,000001,Vente,480000,,,GILLET,B039,40210,40163,Lüe,40,,,401630000L0517,,,,,,,,,,,,,0,,,,,T,terres,,,12745,-0.986599,44.212865
2017-299417,2017-08-21,000001,Vente,459800,14,,ALL DES ROSES,1557,40600,40046,Biscarrosse,40,,,40046000AE0798,,,,,,,,,,,,,0,1,Maison,145,6,S,sols,,,810,-1.166977,44.400606
2017-299417,2017-08-21,000001,Vente,459800,42,,ALL DES ROSES,1557,40600,40046,Biscarrosse,40,,,40046000AE1766,,,,,,,,,,,,,0,,,,,S,sols,,,231,-1.167081,44.400666
2017-299418,2017-08-19,000001,Vente,124700,23,,RUE DU TAILLEUR,0921,40800,40001,Aire-sur-l'Adour,40,,,40001000BY0119,,,,,,,,,,,,,0,1,Maison,77,4,S,sols,,,865,-0.260559,43.71042
2017-299419,2017-08-23,000001,Vente,141300,30,,AV DU GEN DE GAULLE,0037,40500,40282,Saint-Sever,40,,,40282000AZ0012,,,,,,,,,,,,,0,1,Maison,120,6,S,sols,,,989,-0.569881,43.76507
2017-299420,2017-08-31,000001,Vente,220000,,,BATANES,B002,40090,40061,Campagne,40,,,40061000AL0050,,,,,,,,,,,,,0,,,,,BR,futaies résineuses,PIN,Pins,9775,-0.657455,43.889681
2017-299420,2017-08-31,000001,Vente,220000,,,BATANES,B002,40090,40061,Campagne,40,,,40061000AL0051,,,,,,,,,,,,,0,,,,,L,landes,AIRE,Aire ou airial,10191,-0.658745,43.890316
2017-299420,2017-08-31,000001,Vente,220000,,,BATANES,B002,40090,40061,Campagne,40,,,40061000AL0052,,,,,,,,,,,,,0,,,,,AG,terrains d'agrément,,,15047,-0.657787,43.8911
2017-299420,2017-08-31,000001,Vente,220000,3075,,RTE DE ST MARTIN D'ONEY,0265,40090,40061,Campagne,40,,,40061000AL0053,,,,,,,,,,,,,0,1,Maison,410,8,AG,terrains d'agrément,,,6710,-0.658458,43.891491
2017-299420,2017-08-31,000001,Vente,220000,3075,,RTE DE ST MARTIN D'ONEY,0265,40090,40061,Campagne,40,,,40061000AL0053,,,,,,,,,,,,,0,1,Maison,410,8,S,sols,,,3160,-0.658458,43.891491
2017-299420,2017-08-31,000001,Vente,220000,,,BATANES,B002,40090,40061,Campagne,40,,,40061000AL0061,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,34625,-0.659911,43.891512
2017-299420,2017-08-31,000001,Vente,220000,,,BATANES,B002,40090,40061,Campagne,40,,,40061000AL0101,,,,,,,,,,,,,0,,,,,T,terres,,,17025,-0.659598,43.889467
2017-299421,2017-09-07,000001,Vente,165000,1,B,AV BELLE CHAUMIERE,0215,40000,40192,Mont-de-Marsan,40,,,40192000AW1023,,,,,,,,,,,,,0,1,Maison,83,4,S,sols,,,589,-0.522574,43.903352
2017-299421,2017-09-07,000001,Vente,165000,1,,AV BELLE CHAUMIERE,0215,40000,40192,Mont-de-Marsan,40,,,40192000AW1024,,,,,,,,,,,,,0,,,,,S,sols,,,173,-0.522781,43.903304
2017-299422,2017-08-30,000001,Vente,4000,,,BIDAOU,B009,40320,40321,Urgons,40,,,403210000B0305,,,,,,,,,,,,,0,,,,,S,sols,,,2720,-0.418308,43.627381
2017-299422,2017-08-30,000001,Vente,4000,,,BIDAOU,B009,40320,40321,Urgons,40,,,403210000B0306,,,,,,,,,,,,,0,,,,,P,prés,,,900,-0.418653,43.62725
2017-299422,2017-08-30,000001,Vente,4000,,,BIDAOU,B009,40320,40321,Urgons,40,,,403210000B0307,,,,,,,,,,,,,0,,,,,T,terres,,,1135,-0.418912,43.62713
2017-299422,2017-08-30,000001,Vente,4000,,,BIDAOU,B009,40320,40321,Urgons,40,,,403210000B0763,,,,,,,,,,,,,0,,,,,T,terres,,,4859,-0.418433,43.627042
2017-299422,2017-08-30,000001,Vente,4000,,,BIDAOU,B009,40320,40321,Urgons,40,,,403210000B0765,,,,,,,,,,,,,0,,,,,P,prés,,,415,-0.417751,43.627576
2017-299422,2017-08-30,000001,Vente,4000,,,BIDAOU,B009,40320,40321,Urgons,40,,,403210000B0767,,,,,,,,,,,,,0,,,,,P,prés,,,1943,-0.417803,43.627286
2017-299423,2017-08-31,000001,Vente,102000,,,BERNADIN DE HAUT,B012,40330,40203,Nassiet,40,,,402030000D1292,,,,,,,,,,,,,0,,,,,T,terres,,,300,-0.711467,43.589459
2017-299423,2017-08-31,000001,Vente,102000,,,LABOUP,B043,40330,40203,Nassiet,40,,,402030000D1294,,,,,,,,,,,,,0,,,,,T,terres,,,113,-0.711561,43.589331
2017-299423,2017-08-31,000001,Vente,102000,857,,CHE DE GASTOUM,0035,40330,40203,Nassiet,40,,,402030000D1296,,,,,,,,,,,,,0,1,Maison,108,4,AG,terrains d'agrément,,,787,-0.711857,43.589465
2017-299423,2017-08-31,000001,Vente,102000,857,,CHE DE GASTOUM,0035,40330,40203,Nassiet,40,,,402030000D1296,,,,,,,,,,,,,0,1,Maison,108,4,S,sols,,,800,-0.711857,43.589465
2017-299423,2017-08-31,000001,Vente,102000,,,BERNADIN DE HAUT,B012,40330,40203,Nassiet,40,,,402030000D1298,,,,,,,,,,,,,0,,,,,T,terres,,,27,-0.71218,43.589604
2017-299424,2017-08-18,000001,Vente,66800,,,BELLIQUE,B012,40160,40217,Parentis-en-Born,40,,,40217000AN0889,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,653,-1.063355,44.362215
2017-299425,2017-08-22,000001,Vente,11500,,,PEBAYLE,B043,40090,40178,Mazerolles,40,,,401780000B0051,,,,,,,,,,,,,0,,,,,BR,futaies résineuses,PIN,Pins,18000,,
2017-299426,2017-09-04,000001,Vente,34000,1998,,RTE DE LESPECIER,0195,40170,40043,Bias,40,,,40043000AO0001,,,103,,,,,,,,,,1,1,Maison,60,3,,,,,,-1.244396,44.146992
2017-299427,2017-08-31,000001,Vente,43100,,,CONTE,B040,40360,40228,Pomarez,40,,,402280000G0672,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,943,-0.820965,43.624246
2017-299428,2017-08-31,000001,Vente,75000,3050,B,RTE DE SORE,0117,40430,40167,Luxey,40,,,401670000S0434,,,,,,,,,,,,,0,1,Maison,68,3,L,landes,AIRE,Aire ou airial,819,-0.568259,44.269529
2017-299428,2017-08-31,000001,Vente,75000,3050,B,RTE DE SORE,0117,40430,40167,Luxey,40,,,401670000S0434,,,,,,,,,,,,,0,1,Maison,68,3,S,sols,,,1250,-0.568259,44.269529
2017-299429,2017-08-23,000001,Vente,60000,,,BELLIQUE,B012,40160,40217,Parentis-en-Born,40,,,40217000AN0895,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,585,-1.062899,44.362103
2017-299430,2017-08-24,000001,Vente,50000,,,LARROUQUERE,B040,40000,40192,Mont-de-Marsan,40,,,40192000CA0029,,,,,,,,,,,,,0,,,,,BR,futaies résineuses,PIN,Pins,24090,-0.454673,43.90868
2017-299431,2017-09-01,000001,Vente,192000,18,,RUE DES GENETS,0250,40210,40094,Escource,40,,,400940000D0230,,,,,,,,,,,,,0,1,Maison,103,5,S,sols,,,1014,-1.029294,44.164384
2017-299431,2017-09-01,000001,Vente,192000,18,,RUE DES GENETS,0250,40210,40094,Escource,40,,,400940000D0230,,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,45,0,S,sols,,,1014,-1.029294,44.164384
2017-299432,2017-09-06,000001,Vente,122144,142,,AV LEOPOLD DARMUZEY,0980,40160,40217,Parentis-en-Born,40,,,40217000AB1003,,,6,55.21,,,,,,,,,1,2,Appartement,55,3,,,,,,-1.069988,44.34916
2017-299433,2017-08-31,000001,Vente en l'état futur d'achèvement,158000,300,,RUE DU CAPITAINE NEMO,0279,40600,40046,Biscarrosse,40,,,40046000AN1477,,,27,,82,,,,,,,,2,2,Appartement,39,2,,,,,,-1.172204,44.382257
2017-299434,2017-07-28,000001,Vente,197600,4,,RUE DES CHANTERELLES,0020,40160,40332,Ychoux,40,,,40332000AC1004,,,,,,,,,,,,,0,1,Maison,110,6,S,sols,,,1024,-0.940394,44.325026
2017-299435,2017-08-29,000001,Vente,49500,,,BELLIQUE,B012,40160,40217,Parentis-en-Born,40,,,40217000AN0769,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,451,-1.06979,44.362617
2017-299436,2017-09-07,000001,Vente,65000,69,,AV DE LA PLAGE,1400,40200,40184,Mimizan,40,,,40184000AN0339,,,,,,,,,,,,,0,1,Maison,50,3,S,sols,,,197,-1.258384,44.210605
2017-299437,2017-08-18,000002,Vente,230000,,,BERNON,B014,40460,40287,Sanguinet,40,,,40287000BH0104,,,,,,,,,,,,,0,,,,,S,sols,,,770,-1.07187,44.499802
2017-299438,2017-08-24,000001,Vente,50000,11,,AV ARISTIDE BRIAND,0095,40000,40192,Mont-de-Marsan,40,,,40192000AB0837,,,2,44.96,,,,,,,,,1,4,Local industriel. commercial ou assimilé,45,0,,,,,,-0.499535,43.891133
2017-299439,2017-09-08,000001,Vente,218000,198,,RUE DU CHAMP DU BARIA,0088,40465,40142,Laluque,40,,,401420000F0999,,,,,,,,,,,,,0,1,Maison,139,4,S,sols,,,1179,-0.995353,43.856853
2017-299440,2017-09-05,000002,Vente,15000,,,LAMOULE,B023,40400,40116,Gouts,40,,,401160000A0235,,,,,,,,,,,,,0,,,,,BR,futaies résineuses,PIN,Pins,3990,-0.807266,43.788566
2017-299440,2017-09-05,000002,Vente,15000,,,LAMOULE,B023,40400,40116,Gouts,40,,,401160000A0236,,,,,,,,,,,,,0,,,,,T,terres,,,8090,-0.807691,43.788808
2017-299440,2017-09-05,000002,Vente,15000,,,LAMOULE,B023,40400,40116,Gouts,40,,,401160000A0237,,,,,,,,,,,,,0,,,,,BF,futaies feuillues,,,2640,-0.807369,43.78943
2017-299440,2017-09-05,000002,Vente,15000,,,LAMOULE,B023,40400,40116,Gouts,40,,,401160000A0243,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,640,-0.807927,43.789416
2017-299440,2017-09-05,000002,Vente,15000,,,LAMOULE,B023,40400,40116,Gouts,40,,,401160000A0244,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,3100,-0.808637,43.788867
2017-299440,2017-09-05,000002,Vente,15000,,,LAMOULE,B023,40400,40116,Gouts,40,,,401160000A0464,,,,,,,,,,,,,0,,,,,BR,futaies résineuses,PIN,Pins,4626,-0.806551,43.789012
2017-299441,2017-08-25,000001,Vente,122000,100,,RUE LOUIS BREGUET,1111,40600,40046,Biscarrosse,40,,,40046000AN1534,,,3,39.8,,,,,,,,,1,1,Maison,40,2,,,,,,-1.179286,44.388424
2017-299442,2017-08-22,000001,Vente,145000,372,,RUE DES SABLES,1566,40600,40046,Biscarrosse,40,,,40046000AZ0176,,,106,,,,,,,,,,1,3,Dépendance,,0,,,,,,-1.254005,44.44521
2017-299442,2017-08-22,000001,Vente,145000,372,,RUE DES SABLES,1566,40600,40046,Biscarrosse,40,,,40046000AZ0176,,,59,,,,,,,,,,1,2,Appartement,43,2,,,,,,-1.254005,44.44521
2017-299443,2017-08-23,000001,Vente,186150,165,,RTE DE BONNEGARDE,0015,40330,40203,Nassiet,40,,,402030000C0449,,,,,,,,,,,,,0,1,Maison,133,5,S,sols,,,1338,-0.677741,43.598198
2017-299443,2017-08-23,000001,Vente,186150,,,DEYTEILLES,B029,40330,40203,Nassiet,40,,,402030000C0450,,,,,,,,,,,,,0,,,,,AG,terrains d'agrément,,,222,-0.677523,43.598189
2017-299443,2017-08-23,000001,Vente,186150,,,DEYTEILLES,B029,40330,40203,Nassiet,40,,,402030000C0453,,,,,,,,,,,,,0,,,,,L,landes,,,303,-0.678077,43.598324
2017-299443,2017-08-23,000001,Vente,186150,,,DEYTEILLES,B029,40330,40203,Nassiet,40,,,402030000C0454,,,,,,,,,,,,,0,,,,,AG,terrains d'agrément,,,289,-0.677308,43.598221
2017-299443,2017-08-23,000001,Vente,186150,,,DEYTEILLES,B029,40330,40203,Nassiet,40,,,402030000C0456,,,,,,,,,,,,,0,,,,,L,landes,,,132,-0.679058,43.598562
2017-299443,2017-08-23,000001,Vente,186150,,,DEYTEILLES,B029,40330,40203,Nassiet,40,,,402030000C0457,,,,,,,,,,,,,0,,,,,L,landes,,,865,-0.678546,43.598503
2017-299443,2017-08-23,000001,Vente,186150,,,DEYTEILLES,B029,40330,40203,Nassiet,40,,,402030000C0463,,,,,,,,,,,,,0,,,,,AG,terrains d'agrément,,,371,-0.677447,43.598201
2017-299444,2017-08-29,000001,Vente,169000,474,,AV DE LA NOVEMPOPULANIE,1354,40600,40046,Biscarrosse,40,,,40046000CY0529,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,1340,-1.207286,44.449026
2017-299445,2017-09-15,000001,Vente,175000,286,,CHE DE COUSSEILLAT,0044,40120,40245,Roquefort,40,,,40245000AT0101,,,,,,,,,,,,,0,1,Maison,158,5,S,sols,,,1238,-0.318624,44.041464
2017-299445,2017-09-15,000001,Vente,175000,286,,CHE DE COUSSEILLAT,0044,40120,40245,Roquefort,40,,,40245000AT0101,,,,,,,,,,,,,0,1,Maison,158,5,J,jardins,,,4361,-0.318624,44.041464
2017-299446,2017-09-12,000001,Vente,141000,157,,RUE DES VERGNES,1521,40460,40287,Sanguinet,40,,,40287000BE0116,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,900,-1.071295,44.495899
2017-299447,2017-08-29,000001,Vente,11924,,,MOULIN DU NORD,B163,40600,40046,Biscarrosse,40,,,40046000CH0248,,,,,,,,,,,,,0,,,,,BR,futaies résineuses,PIN,Pins,5341,-1.132666,44.404041
2017-299447,2017-08-29,000001,Vente,11924,,,MOULIN DU NORD,B163,40600,40046,Biscarrosse,40,,,40046000CH0249,,,,,,,,,,,,,0,,,,,L,landes,,,740,-1.13287,44.403885
2017-299447,2017-08-29,000001,Vente,11924,,,MOULIN DU NORD,B163,40600,40046,Biscarrosse,40,,,40046000CH0250,,,,,,,,,,,,,0,,,,,BR,futaies résineuses,PIN,Pins,690,-1.133178,44.403882
2017-299447,2017-08-29,000001,Vente,11924,,,MOULIN DU NORD,B163,40600,40046,Biscarrosse,40,,,40046000CH0304,,,,,,,,,,,,,0,,,,,BR,futaies résineuses,PIN,Pins,9000,-1.138684,44.405059
2017-299447,2017-08-29,000001,Vente,11924,,,MOULIN DU NORD,B163,40600,40046,Biscarrosse,40,,,40046000CH0305,,,,,,,,,,,,,0,,,,,BR,futaies résineuses,PIN,Pins,861,-1.141087,44.405409
2017-299447,2017-08-29,000001,Vente,11924,,,MOULIN DU NORD,B163,40600,40046,Biscarrosse,40,,,40046000CH0309,,,,,,,,,,,,,0,,,,,BR,futaies résineuses,PIN,Pins,288,-1.136507,44.404632
2017-299447,2017-08-29,000001,Vente,11924,,,MOULIN DU NORD,B163,40600,40046,Biscarrosse,40,,,40046000CH0310,,,,,,,,,,,,,0,,,,,BR,futaies résineuses,PIN,Pins,1782,-1.136442,44.404881
2017-299447,2017-08-29,000001,Vente,11924,,,PINSOULET,B202,40600,40046,Biscarrosse,40,,,40046000CH0318,,,,,,,,,,,,,0,,,,,BR,futaies résineuses,PIN,Pins,2400,-1.136307,44.402867
2017-299447,2017-08-29,000001,Vente,11924,,,PINSOULET,B202,40600,40046,Biscarrosse,40,,,40046000CH0336,,,,,,,,,,,,,0,,,,,BR,futaies résineuses,PIN,Pins,2310,-1.137734,44.402941
2017-299447,2017-08-29,000001,Vente,11924,,,HOUDIN DE NARP,B107,40600,40046,Biscarrosse,40,,,40046000CH0378,,,,,,,,,,,,,0,,,,,BR,futaies résineuses,PIN,Pins,14941,-1.133387,44.401962
2017-299447,2017-08-29,000001,Vente,11924,,,MOULIN DU NORD,B163,40600,40046,Biscarrosse,40,,,40046000CH0834,,,,,,,,,,,,,0,,,,,BR,futaies résineuses,PIN,Pins,211,-1.135053,44.404729
2017-299447,2017-08-29,000001,Vente,11924,,,MOULIN DU NORD,B163,40600,40046,Biscarrosse,40,,,40046000CH0835,,,,,,,,,,,,,0,,,,,BR,futaies résineuses,PIN,Pins,4379,-1.135335,44.404606
2017-299448,2017-08-29,000001,Vente,15000,,,EN BERGOIN NORD,B017,40600,40046,Biscarrosse,40,,,40046000AH0077,,,,,,,,,,,,,0,,,,,BR,futaies résineuses,PIN,Pins,13015,-1.149612,44.413019
2017-299449,2017-09-08,000001,Vente terrain à bâtir,85000,,,LES TROUNQUES NORD,B098,40200,40184,Mimizan,40,,,401840000G0184,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,467,-1.285932,44.214357
2017-299450,2017-09-05,000001,Vente,76341,260,,AV DE GASCOGNE,0728,40600,40046,Biscarrosse,40,,,40046000CY0468,,,301,31.68,,,,,,,,,1,2,Appartement,32,2,,,,,,-1.203113,44.445134
2017-299451,2017-09-14,000001,Vente,382500,17,,RUE BREMONTIER,0240,40200,40184,Mimizan,40,,,40184000AB0009,,,63,,,,,,,,,,1,3,Dépendance,,0,,,,,,-1.297057,44.213712
2017-299451,2017-09-14,000001,Vente,382500,17,,RUE BREMONTIER,0240,40200,40184,Mimizan,40,,,40184000AB0009,,,101,,,,,,,,,,1,3,Dépendance,,0,,,,,,-1.297057,44.213712
2017-299451,2017-09-14,000001,Vente,382500,17,,RUE BREMONTIER,0240,40200,40184,Mimizan,40,,,40184000AB0009,,,42,,,,,,,,,,1,3,Dépendance,,0,,,,,,-1.297057,44.213712
2017-299451,2017-09-14,000001,Vente,382500,17,,RUE BREMONTIER,0240,40200,40184,Mimizan,40,,,40184000AB0009,,,37,,,,,,,,,,1,2,Appartement,152,4,,,,,,-1.297057,44.213712
2017-299451,2017-09-14,000001,Vente,382500,17,,RUE BREMONTIER,0240,40200,40184,Mimizan,40,,,40184000AB0009,,,41,,,,,,,,,,1,3,Dépendance,,0,,,,,,-1.297057,44.213712
2017-299452,2017-08-29,000001,Vente,220000,1300,,QUA GILLET,0245,40210,40163,Lüe,40,,,401630000L0400,,,,,,,,,,,,,0,1,Maison,170,4,J,jardins,,,1595,-0.98403,44.208873
2017-299452,2017-08-29,000001,Vente,220000,1300,,QUA GILLET,0245,40210,40163,Lüe,40,,,401630000L0400,,,,,,,,,,,,,0,1,Maison,170,4,S,sols,,,972,-0.98403,44.208873
2017-299453,2017-09-12,000001,Vente,42000,69,B,AV DE LA PLAGE,1400,40200,40184,Mimizan,40,,,40184000AN0340,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,421,-1.258241,44.210525
2017-299454,2017-08-25,000001,Vente,55000,300,,CHE DE PAOUILHE,0104,40320,40110,Geaune,40,,,401100000C0375,,,,,,,,,,,,,0,1,Maison,60,4,S,sols,,,620,-0.354069,43.632671
2017-299454,2017-08-25,000001,Vente,55000,300,,CHE DE PAOUILHE,0104,40320,40110,Geaune,40,,,401100000C0375,,,,,,,,,,,,,0,1,Maison,85,4,S,sols,,,620,-0.354069,43.632671
2017-299454,2017-08-25,000001,Vente,55000,,,MOUNJAT,B032,40320,40110,Geaune,40,,,401100000C0376,,,,,,,,,,,,,0,,,,,J,jardins,,,860,-0.354237,43.632779
2017-299454,2017-08-25,000001,Vente,55000,,,MOUNJAT,B032,40320,40110,Geaune,40,,,401100000C0410,,,,,,,,,,,,,0,,,,,T,terres,,,1267,-0.353997,43.633043
2017-299454,2017-08-25,000001,Vente,55000,,,MOUNJAT,B032,40320,40110,Geaune,40,,,401100000C0410,,,,,,,,,,,,,0,,,,,S,sols,,,2780,-0.353997,43.633043
2017-299455,2017-08-24,000001,Vente,210000,1655,,RTE D AUBAGNAN,0016,40320,40029,Bats,40,,,40029000ZH0121,,,,,,,,,,,,,0,1,Maison,230,7,J,jardins,,,1000,-0.476881,43.655305
2017-299455,2017-08-24,000001,Vente,210000,1655,,RTE D AUBAGNAN,0016,40320,40029,Bats,40,,,40029000ZH0121,,,,,,,,,,,,,0,1,Maison,230,7,S,sols,,,1505,-0.476881,43.655305
2017-299455,2017-08-24,000001,Vente,210000,,,BIDALONS,B005,40320,40029,Bats,40,,,40029000ZH0165,,,,,,,,,,,,,0,,,,,S,sols,,,178,-0.477054,43.655459
2017-299456,2017-09-01,000001,Vente,45000,,,LE MURET,B103,40410,40295,Saugnacq-et-Muret,40,,,402950000D1266,,,,,,,,,,,,,0,,,,,S,sols,,,84,-0.824764,44.410977
2017-299456,2017-09-01,000001,Vente,45000,,,LE MURET,B103,40410,40295,Saugnacq-et-Muret,40,,,402950000D1268,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,639,-0.824741,44.410929
2017-299457,2017-09-14,000001,Vente,466502.34,,,LISSANDRE,B081,40700,40119,Hagetmau,40,,,40119000AD0066,,,,,,,,,,,,,0,,,,,S,sols,,,70,-0.591824,43.665865
2017-299457,2017-09-14,000001,Vente,466502.34,980,,CHE DE BETLOC,0250,40700,40119,Hagetmau,40,,,40119000AD0075,,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,1392,0,S,sols,,,4917,-0.592024,43.666155
2017-299457,2017-09-14,000001,Vente,466502.34,,,LISSANDRE,B081,40700,40119,Hagetmau,40,,,40119000AD0077,,,,,,,,,,,,,0,,,,,S,sols,,,5851,-0.590706,43.665782
2017-299458,2017-08-28,000001,Vente,183000,2,,LOT CAP CHAMPAGNE,A020,40200,40278,Saint-Paul-en-Born,40,,,402780000A1546,,,,,,,,,,,,,0,1,Maison,99,4,S,sols,,,723,-1.150714,44.225798
2017-299459,2017-09-08,000001,Vente,108000,494,,AV GERMINAL,0770,40160,40217,Parentis-en-Born,40,,,40217000AE0028,,,115,42.89,,,,,,,,,1,2,Appartement,44,2,,,,,,-1.072631,44.355522
2017-299459,2017-09-08,000001,Vente,108000,494,,AV GERMINAL,0770,40160,40217,Parentis-en-Born,40,,,40217000AE0028,,,142,,,,,,,,,,1,3,Dépendance,,0,,,,,,-1.072631,44.355522
2017-299459,2017-09-08,000001,Vente,108000,494,,AV GERMINAL,0770,40160,40217,Parentis-en-Born,40,,,40217000AE0028,,,141,,,,,,,,,,1,3,Dépendance,,0,,,,,,-1.072631,44.355522
2017-299460,2017-08-29,000001,Vente,118500,4,,AV DU COURANT,0570,40200,40184,Mimizan,40,,,40184000AC0119,,,48,,,,,,,,,,1,3,Dépendance,,0,,,,,,-1.294787,44.209689
2017-299460,2017-08-29,000001,Vente,118500,4,,AV DU COURANT,0570,40200,40184,Mimizan,40,,,40184000AC0119,,,36,,,,,,,,,,1,3,Dépendance,,0,,,,,,-1.294787,44.209689
2017-299460,2017-08-29,000001,Vente,118500,4,,AV DU COURANT,0570,40200,40184,Mimizan,40,,,40184000AC0119,,,19,35.37,,,,,,,,,1,2,Appartement,35,2,,,,,,-1.294787,44.209689
2017-299461,2017-08-22,000001,Vente,5278,5001,,RUE MARGUERITE DURAS,0647,40800,40001,Aire-sur-l'Adour,40,,,40001000AT0427,,,,,,,,,,,,,0,,,,,L,landes,,,754,-0.246346,43.717362
2017-299462,2017-09-01,000001,Vente,70000,,,LE BOURG,B012,40500,40020,Aurice,40,,,400200000A0988,,,,,,,,,,,,,0,,,,,S,sols,,,872,-0.600722,43.811573
2017-299462,2017-09-01,000001,Vente,70000,,,LE BOURG,B012,40500,40020,Aurice,40,,,400200000A0999,,,,,,,,,,,,,0,,,,,S,sols,,,511,-0.600822,43.811495
2017-299463,2017-08-24,000001,Vente,1600,,,LES MOULES SUD,B027,40190,40013,Arthez-d'Armagnac,40,,,400130000C0186,,,,,,,,,,,,,0,,,,,T,terres,,,2792,-0.228255,43.874542
2017-299463,2017-08-24,000001,Vente,1600,,,LES MOULES SUD,B027,40190,40013,Arthez-d'Armagnac,40,,,400130000C0187,,,,,,,,,,,,,0,,,,,T,terres,,,1180,-0.228097,43.874838
2017-299463,2017-08-24,000001,Vente,1600,,,LES MOULES SUD,B027,40190,40013,Arthez-d'Armagnac,40,,,400130000C0188,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,528,-0.228125,43.87503
2017-299463,2017-08-24,000001,Vente,1600,,,JEANNINOT,B020,40190,40013,Arthez-d'Armagnac,40,,,400130000C0299,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,3070,-0.227802,43.875224
2017-299464,2017-08-25,000001,Vente,43000,,,LE BOURG,B014,40120,40149,Lencouacq,40,,,40149000AB0090,,,,,,,,,,,,,0,,,,,J,jardins,,,460,-0.404495,44.099545
2017-299464,2017-08-25,000001,Vente,43000,148,,RUE DU FOIRAIL,0064,40120,40149,Lencouacq,40,,,40149000AB0112,,,,,,,,,,,,,0,1,Maison,82,3,S,sols,,,58,-0.404625,44.099425
2017-299465,2017-09-05,000002,Vente,10922,,,LASVIGNES,B074,40400,40313,Tartas,40,,,403130000B0914,,,,,,,,,,,,,0,,,,,AG,terrains d'agrément,,,134,,
2017-299465,2017-09-05,000002,Vente,10922,,,LASVIGNES,B074,40400,40313,Tartas,40,,,403130000B0916,,,,,,,,,,,,,0,,,,,AG,terrains d'agrément,,,297,,
2017-299466,2017-09-08,000001,Vente,173636,208,,IMP DE POURCICAM,0360,40360,40228,Pomarez,40,,,40228000AB0475,,,,,,,,,,,,,0,1,Maison,126,7,S,sols,,,1009,-0.827946,43.630442
2017-299467,2017-08-30,000001,Vente,295000,100,,CHE DU BOSQUE,0180,40600,40046,Biscarrosse,40,,,40046000BR0551,,,,,,,,,,,,,0,,,,,L,landes,,,60,-1.138056,44.41866
2017-299467,2017-08-30,000001,Vente,295000,100,,CHE DU BOSQUE,0180,40600,40046,Biscarrosse,40,,,40046000BR0848,,,,,,,,,,,,,0,1,Maison,129,5,S,sols,,,1475,-1.137713,44.418522
2017-299468,2017-08-30,000001,Vente,105000,28,,ALL DE LEYRE,1749,40600,40046,Biscarrosse,40,,,40046000AL2143,,,,,,,,,,,,,0,,,,,S,sols,,,113,-1.153654,44.39388
2017-299468,2017-08-30,000001,Vente,105000,28,,ALL DE LEYRE,1749,40600,40046,Biscarrosse,40,,,40046000AL2168,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,549,-1.153675,44.393977
2017-299469,2017-08-25,000001,Vente,60000,,,BIDALOT,B017,40110,40333,Ygos-Saint-Saturnin,40,,,403330000F0496,,,,,,,,,,,,,0,,,,,B,bois,,,2751,-0.760241,43.976194
2017-299469,2017-08-25,000001,Vente,60000,,,BIDALOT,B017,40110,40333,Ygos-Saint-Saturnin,40,,,403330000F0504,,,,,,,,,,,,,0,,,,,B,bois,,,5730,-0.760972,43.976581
2017-299469,2017-08-25,000001,Vente,60000,,,BIDALOT,B017,40110,40333,Ygos-Saint-Saturnin,40,,,403330000F1615,,,,,,,,,,,,,0,,,,,L,landes,AIRE,Aire ou airial,1437,-0.760068,43.975882
